ADDRESS,RD,INC_,TYPE_CODE,CALL_TYPE,LOC_CODE,CASE_NUMBER,TIME,DATE,DAY_FROM,DATE_FROM,TIME_FROM,DAY_TO,DATE_TO,TIME_TO,LOSS,DAMG,FID
200 BLOCK OF S 27TH ST,70,23800,6501,LSB $200 +,83,B6-076724,1637,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,800,SUN,2016/08/21 00:00:00+00,1500,450,0,20195
1700 BLOCK OF B ST,67,5100,4142,ASLT NO WEAP,84,B6-076943,1131,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,900,MON,2016/08/22 00:00:00+00,1130,0,0,20196
3600 BLOCK OF NW PALM CT,137,25211,9510,MS PERS JUV,81,B6-076764,1905,2016/08/21 00:00:00+00,,2016/08/21 00:00:00+00,1730,,,,0,0,20197
800 BLOCK OF ROSE ST,94,5100,4152,ASLT NO WEAP,80,B6-075579,1702,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1700,,,,0,0,20198
1400 BLOCK OF GARFIELD ST,94,25211,9510,MS PERS JUV,83,B6-076283,1442,2016/08/20 00:00:00+00,,2016/08/20 00:00:00+00,1300,,,,0,0,20199
4200 BLOCK OF RANDOLPH ST,56,56366,8440,ATT SUI-OD,82,B6-075900,1531,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1300,FRI,2016/08/19 00:00:00+00,1531,0,0,20200
200 BLOCK OF S 68TH STREET PL,48,42000,9400,VANDALISM,86,B6-076582,642,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,545,SUN,2016/08/21 00:00:00+00,641,0,350,20201
1700 BLOCK OF KNOX ST,95,5000,4151,ASLT NO WEAP,82,B6-077143,2105,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,1930,MON,2016/08/22 00:00:00+00,2000,0,0,20202
3600 BLOCK OF S 15TH ST,110,61111,8200,PHONE/COMP,99,B6-076495,4,2016/08/21 00:00:00+00,SAT,2016/08/20 00:00:00+00,2311,,,,0,0,20203
9100 BLOCK OF S 78TH ST,2,9500,7500,CHILD A/N,76,B6-075563,1537,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1520,,,,0,0,20204
1400 BLOCK OF GARFIELD ST,94,23500,6302,LFA $50-199,84,B6-076287,1448,2016/08/20 00:00:00+00,FRI,2016/08/19 00:00:00+00,2200,SAT,2016/08/20 00:00:00+00,600,130,0,20205
4200 BLOCK OF RANDOLPH ST,56,9000,7500,CHILD A/N,82,B6-075938,1648,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1300,FRI,2016/08/19 00:00:00+00,1530,0,0,20206
2000 BLOCK OF S 13TH ST,94,5100,4152,ASLT NO WEAP,80,B6-076723,1633,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1600,SUN,2016/08/21 00:00:00+00,1633,0,0,20207
1700 BLOCK OF WASHINGTON ST,97,23300,6203,LSL $1-49,21,B6-077144,2109,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,2040,MON,2016/08/22 00:00:00+00,2045,12,0,20208
3900 BLOCK OF N 20TH ST,129,9300,7500,CHILD A/N,80,B6-076741,1740,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1735,SUN,2016/08/21 00:00:00+00,1740,0,0,20209
9TH & WASHINGTON,150,27111,8600,NARCOTICS,1,B6-075352,22,2016/08/18 00:00:00+00,WED,2016/08/17 00:00:00+00,2327,THU,2016/08/18 00:00:00+00,20,0,0,20210
14TH & ATLAS,129,42000,9443,VAND/VEH,1,B6-076139,402,2016/08/20 00:00:00+00,FRI,2016/08/19 00:00:00+00,2300,SAT,2016/08/20 00:00:00+00,230,0,400,20211
4200 BLOCK OF S 32ND ST,108,5100,4152,ASLT NO WEAP,80,B6-075983,1847,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1846,FRI,2016/08/19 00:00:00+00,1847,0,15,20212
2100 BLOCK OF NEBRASKA HWY,409,12000,0,DISTURBNCE,24,B6-076537,237,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,230,SUN,2016/08/21 00:00:00+00,237,0,0,20213
17TH & HARRISON,96,5000,4111,ASLT GUN,1,B6-077121,1950,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,1940,,,,0,0,20214
3900 BLOCK OF N 20TH ST,129,61000,8200,PHONE/COMP,1,B6-076747,1751,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1200,SUN,2016/08/21 00:00:00+00,1751,0,0,20215
100 BLOCK OF Q ST,20,12000,0,DISTURBNCE,76,B6-076019,2128,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1845,FRI,2016/08/19 00:00:00+00,2128,0,0,20216
100 BLOCK OF S 66TH ST,48,23300,6203,LSL $1-49,17,B6-075939,1656,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1645,FRI,2016/08/19 00:00:00+00,1656,20,0,20217
1000 BLOCK OF N 27TH ST,27,23400,6601,LFB $200 +,61,B6-075831,1117,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1015,,,,200,0,20218
1000 BLOCK OF TWIN RIDGE RD,48,5100,4152,ASLT NO WEAP,80,B6-075741,209,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,209,,,,0,0,20219
1100 BLOCK OF D ST,30,9500,7500,CHILD A/N,84,B6-075892,1346,2016/08/19 00:00:00+00,THU,2016/08/18 00:00:00+00,2000,FRI,2016/08/19 00:00:00+00,800,0,0,20220
1100 BLOCK OF TURTLE CREEK RD,132,25211,9510,MS PERS JUV,83,B6-076029,2201,2016/08/19 00:00:00+00,,2016/08/19 00:00:00+00,2140,,,,0,0,20221
11TH & G,86,8333,8800,WEAPONS,1,B6-075725,100,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,100,,,,0,0,20222
1200 BLOCK OF ARAPAHOE ST,111,27222,8600,NARCOTICS,84,B6-043221,2103,2016/08/19 00:00:00+00,TUE,2016/05/24 00:00:00+00,1721,THU,2016/06/02 00:00:00+00,1658,0,0,20223
1200 BLOCK OF N ST,77,35222,0,SUSP PERS,61,B6-075837,1203,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1130,FRI,2016/08/19 00:00:00+00,1200,0,0,20224
1200 BLOCK OF S 21 ST,67,13000,0,DISTURBNCE,80,B6-075910,1559,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1300,FRI,2016/08/19 00:00:00+00,1400,0,0,20225
1200 BLOCK OF S 24TH ST,466,40222,0,SP SERVICE,84,B6-076045,2347,2016/08/19 00:00:00+00,MON,2016/08/15 00:00:00+00,1,FRI,2016/08/19 00:00:00+00,2340,0,0,20226
1300 BLOCK OF N 35TH ST,33,42000,9400,VANDALISM,80,B6-075752,240,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,235,FRI,2016/08/19 00:00:00+00,240,0,50,20227
1500 BLOCK OF HILLTOP RD,131,24255,8200,PHONE/COMP,84,B6-075736,156,2016/08/19 00:00:00+00,WED,2016/08/17 00:00:00+00,2026,FRI,2016/08/19 00:00:00+00,100,0,0,20228
1500 BLOCK OF N 30TH ST,15,9500,7500,CHILD A/N,83,B6-076026,2213,2016/08/19 00:00:00+00,WED,2016/08/17 00:00:00+00,1900,FRI,2016/08/19 00:00:00+00,2210,0,0,20229
1500 BLOCK OF S CODDINGTON AVE,156,23300,6203,LSL $1-49,21,B6-075978,1821,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1810,FRI,2016/08/19 00:00:00+00,1820,7,0,20230
1500 BLOCK OF SOUTH ST,94,23300,6202,LSL $50-199,18,B6-075964,1746,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1730,,,,78,0,20231
1600 BLOCK OF E ST,85,5100,4152,ASLT NO WEAP,84,B6-075770,610,2016/08/19 00:00:00+00,THU,2016/08/11 00:00:00+00,1830,,,,0,0,20232
1900 BLOCK OF S 20TH ST,97,9300,7500,CHILD A/N,88,B6-075936,1618,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1520,FRI,2016/08/19 00:00:00+00,1618,0,0,20233
1ST & ADAMS,134,5000,4151,ASLT NO WEAP,3,B6-075955,1716,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,200,FRI,2016/08/19 00:00:00+00,215,0,0,20234
1ST & O,90,5000,4151,ASLT NO WEAP,1,B6-075829,1132,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1125,FRI,2016/08/19 00:00:00+00,1130,0,0,20235
2100 BLOCK OF LEXINGTON ST,43,23500,6304,LFA ATTEMPT,1,B6-075740,207,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,204,,,,0,150,20236
2100 BLOCK OF N 27TH ST,13,42000,9443,VAND/VEH,76,B6-075802,920,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,920,,,,0,20,20237
2200 BLOCK OF J ST,65,23400,6602,LFB $50-199,90,B6-075810,1011,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,900,FRI,2016/08/19 00:00:00+00,930,130,0,20238
2200 BLOCK OF J ST,65,23400,6601,LFB $200 +,90,B6-075838,1205,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1037,FRI,2016/08/19 00:00:00+00,1050,520,0,20239
2200 BLOCK OF J ST,65,23400,6601,LFB $200 +,90,B6-075854,1306,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1200,FRI,2016/08/19 00:00:00+00,1300,570,0,20240
2200 BLOCK OF ORCHARD ST,16,25111,9500,MS PERS,82,B6-075827,1116,2016/08/19 00:00:00+00,,2016/08/19 00:00:00+00,1030,,,,0,0,20241
2300 BLOCK OF S 16TH ST,95,5000,4132,ASLT ODW,80,B6-075996,1938,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1500,FRI,2016/08/19 00:00:00+00,1938,0,0,20242
2400 BLOCK OF NW 41ST ST,150,23900,6903,LAR $1-49,80,B6-075830,1109,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1030,FRI,2016/08/19 00:00:00+00,1100,35,0,20243
2500 BLOCK OF O ST,71,23300,6203,LSL $1-49,36,B6-075963,1743,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1725,FRI,2016/08/19 00:00:00+00,1728,2,0,20244
25TH & LYNN,27,42000,9443,VAND/VEH,1,B6-075828,1028,2016/08/19 00:00:00+00,THU,2016/08/18 00:00:00+00,2200,FRI,2016/08/19 00:00:00+00,1000,0,1800,20245
2700 BLOCK OF A ST,598,13000,0,DISTURBNCE,80,B6-076042,2325,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,2300,FRI,2016/08/19 00:00:00+00,2320,0,0,20246
2700 BLOCK OF S 22ND ST,96,8000,8800,WEAPONS,89,B6-075852,1246,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1240,,,,0,0,20247
27TH & CORONADO,178,35333,0,SUSP VEH,1,B6-075990,1909,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1850,FRI,2016/08/19 00:00:00+00,1900,0,0,20248
2800 BLOCK OF R ST,29,13000,0,DISTURBNCE,80,B6-075951,1723,2016/08/19 00:00:00+00,THU,2016/08/18 00:00:00+00,1900,THU,2016/08/18 00:00:00+00,2200,0,0,20249
300 BLOCK OF PRESTWICK AVE,45,13000,0,DISTURBNCE,80,B6-075915,1529,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1500,FRI,2016/08/19 00:00:00+00,1515,0,0,20250
300 BLOCK OF S 10TH ST,82,8000,8800,WEAPONS,28,B6-075788,803,2016/08/19 00:00:00+00,WED,2016/08/03 00:00:00+00,1512,THU,2016/08/18 00:00:00+00,1800,0,0,20251
2200 BLOCK OF HEATHER LN,163,12401,0,DISTURBNCE,80,B6-076751,1814,2016/08/21 00:00:00+00,MON,2016/08/15 00:00:00+00,730,MON,2016/08/15 00:00:00+00,730,0,0,20252
4300 BLOCK OF N 1ST ST,137,9300,7500,CHILD A/N,84,B6-076647,1220,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1200,,,,0,0,20253
1800 BLOCK OF O ST,72,14500,0,MAP,13,B6-077170,2224,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,2215,MON,2016/08/22 00:00:00+00,2224,0,0,20254
2200 BLOCK OF N 54TH ST,39,27000,8600,NARCOTICS,2,B6-076669,1355,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1355,,,,0,0,20255
1900 BLOCK OF HIGH ST,112,42000,9443,VAND/VEH,80,B6-076941,1128,2016/08/22 00:00:00+00,SUN,2016/08/21 00:00:00+00,2300,MON,2016/08/22 00:00:00+00,630,0,200,20256
14TH & F,85,12000,0,DISTURBNCE,1,B6-076380,1942,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,1939,SAT,2016/08/20 00:00:00+00,1942,0,0,20257
4200 BLOCK OF S 32ND ST,108,9000,7500,CHILD A/N,80,B6-075993,1925,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1846,FRI,2016/08/19 00:00:00+00,1847,0,0,20258
4400 BLOCK OF KIRKWOOD DR,180,23900,6902,LAR $50-199,80,B6-076592,810,2016/08/21 00:00:00+00,SAT,2016/08/20 00:00:00+00,1000,SUN,2016/08/21 00:00:00+00,500,120,0,20259
44TH & STARR,34,5000,4152,ASLT NO WEAP,3,B6-075956,1738,2016/08/19 00:00:00+00,MON,2016/08/15 00:00:00+00,2200,MON,2016/08/15 00:00:00+00,2218,0,0,20260
22ND & HOLDREGE,16,9000,7500,CHILD A/N,1,B6-076729,1704,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1700,SUN,2016/08/21 00:00:00+00,1704,0,0,20261
200 BLOCK OF E ST,91,23400,6601,LFB $200 +,80,B6-077114,1940,2016/08/22 00:00:00+00,TUE,2016/03/01 00:00:00+00,0,SUN,2016/07/10 00:00:00+00,2359,230,0,20262
4400 BLOCK OF N 1ST ST,137,23900,6901,LAR $200 +,84,B6-076801,2110,2016/08/21 00:00:00+00,THU,2016/08/18 00:00:00+00,1700,SUN,2016/08/21 00:00:00+00,2110,700,0,20263
1500 BLOCK OF S 12TH ST,94,25211,9510,MS PERS JUV,80,B6-076376,1937,2016/08/20 00:00:00+00,,2016/08/20 00:00:00+00,1800,,,,0,0,20264
44TH & STARR,34,5000,4152,ASLT NO WEAP,3,B6-075957,1738,2016/08/19 00:00:00+00,MON,2016/08/15 00:00:00+00,2200,MON,2016/08/15 00:00:00+00,2218,0,0,20265
2500 BLOCK OF N 9TH ST,125,6000,5123,BURG RU NFE,84,B6-076719,1625,2016/08/21 00:00:00+00,SAT,2016/08/20 00:00:00+00,1700,SAT,2016/08/20 00:00:00+00,2200,500,0,20266
200 BLOCK OF N 56TH ST,36,51000,9211,EMBEZZLEMENT,76,B6-076989,1402,2016/08/22 00:00:00+00,SAT,2016/08/20 00:00:00+00,1900,SAT,2016/08/20 00:00:00+00,2030,0,0,20267
4600 BLOCK OF LEIGHTON AVE,11,23300,6203,LSL $1-49,17,B6-076704,1536,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1515,SUN,2016/08/21 00:00:00+00,1536,20,0,20268
1600 BLOCK OF B ST,85,42000,9400,VANDALISM,84,B6-076121,257,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,245,SAT,2016/08/20 00:00:00+00,250,0,200,20269
4600 BLOCK OF N 27TH ST,116,37000,3406,ROB NO WEAP,61,B6-075914,1616,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1613,FRI,2016/08/19 00:00:00+00,1616,0,0,20270
2500 BLOCK OF SHERIDAN BLVD,499,23500,6301,LFA $200 +,80,B6-076586,751,2016/08/21 00:00:00+00,SAT,2016/08/20 00:00:00+00,2215,SUN,2016/08/21 00:00:00+00,730,231,1000,20271
2000 BLOCK OF J ST,68,23400,6603,LFB $1-49,28,B6-077119,1939,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,1845,MON,2016/08/22 00:00:00+00,1900,15,0,20272
4700 BLOCK OF CALVERT ST,104,23900,6901,LAR $200 +,3,B6-076826,2321,2016/08/21 00:00:00+00,SAT,2016/08/20 00:00:00+00,0,SAT,2016/08/20 00:00:00+00,100,300,0,20273
1700 BLOCK OF L ST,69,5100,4152,ASLT NO WEAP,84,B6-076229,1116,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,1110,,,,0,0,20274
4700 BLOCK OF CANTERBURY LN,163,61000,8200,PHONE/COMP,80,B6-075751,239,2016/08/19 00:00:00+00,WED,2016/08/17 00:00:00+00,700,FRI,2016/08/19 00:00:00+00,238,0,0,20275
2100 BLOCK OF MAGNUM CIR,148,40166,0,LIC CHECK,12,B6-076934,1108,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,1108,,,,0,0,20276
2500 BLOCK OF Y ST,16,12000,0,DISTURBNCE,80,B6-076771,1924,2016/08/21 00:00:00+00,MON,2016/08/15 00:00:00+00,800,SUN,2016/08/21 00:00:00+00,1924,0,0,20277
2200 BLOCK OF DODGE ST,128,9100,7500,CHILD A/N,88,B6-077046,1727,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,1615,MON,2016/08/22 00:00:00+00,1726,0,0,20278
4700 BLOCK OF N 27TH ST,116,23300,6202,LSL $50-199,17,B6-076677,1407,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1400,,,,54,0,20279
1700 BLOCK OF N 52ND ST,39,6000,5122,BURG RN NFE,80,B6-076135,343,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,230,SAT,2016/08/20 00:00:00+00,343,70,0,20280
4700 BLOCK OF CLEVELAND AVE,11,6000,5123,BURG RU NFE,82,B6-075814,1016,2016/08/19 00:00:00+00,MON,2016/08/15 00:00:00+00,2100,FRI,2016/08/19 00:00:00+00,1000,200,0,20281
1700 BLOCK OF WASHINGTON ST,97,23300,6203,LSL $1-49,21,B6-076323,1637,2016/08/20 00:00:00+00,THU,2016/08/18 00:00:00+00,754,THU,2016/08/18 00:00:00+00,804,3,0,20282
2300 BLOCK OF CORNHUSKER HWY,127,17400,9300,COUNTERFEIT,36,B6-077061,1716,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,1650,MON,2016/08/22 00:00:00+00,1709,0,0,20283
25TH & O,71,8111,8800,WEAPONS,1,B6-076497,43,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,19,,,,0,0,20284
48TH & BENTON,10,27111,8600,NARCOTICS,1,B6-075707,12,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,10,FRI,2016/08/19 00:00:00+00,12,0,0,20285
48TH & NEBR HWY,107,8333,8800,WEAPONS,1,B6-076577,536,2016/08/21 00:00:00+00,SAT,2016/08/20 00:00:00+00,420,SUN,2016/08/21 00:00:00+00,421,0,0,20286
1700 BLOCK OF WASHINGTON ST,97,23300,6203,LSL $1-49,21,B6-076408,2108,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,2101,SAT,2016/08/20 00:00:00+00,2104,6,0,20287
2500 BLOCK OF JAMIE LN,174,23300,6203,LSL $1-49,17,B6-077152,2045,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,2033,MON,2016/08/22 00:00:00+00,2042,10,0,20288
25TH & O,71,27111,8600,NARCOTICS,1,B6-076494,19,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,19,,,,0,0,20289
5000 BLOCK OF GRASSRIDGE RD,163,9800,7500,CHILD A/N,80,B6-075812,903,2016/08/19 00:00:00+00,MON,2016/08/15 00:00:00+00,800,FRI,2016/08/19 00:00:00+00,900,0,0,20290
48TH & VAN DORN,105,5100,4152,ASLT NO WEAP,1,B6-076601,855,2016/08/21 00:00:00+00,WED,2016/08/17 00:00:00+00,1700,,,,0,0,20291
1700 BLOCK OF WASHINGTON ST,94,12000,0,DISTURBNCE,21,B6-076433,2147,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,1630,SAT,2016/08/20 00:00:00+00,1645,0,0,20292
2500 BLOCK OF P ST,71,6000,5113,BURG RU FE,80,B6-077105,1914,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,1700,MON,2016/08/22 00:00:00+00,1914,0,250,20293
2600 BLOCK OF N 37TH ST,12,29300,9100,FRAUD,69,B6-076766,1910,2016/08/21 00:00:00+00,SAT,2016/08/20 00:00:00+00,1,SAT,2016/08/20 00:00:00+00,2359,0,0,20294
5100 BLOCK OF GARLAND ST,39,25211,9510,MS PERS JUV,80,B6-075975,1817,2016/08/19 00:00:00+00,,2016/08/19 00:00:00+00,1810,,,,0,0,20295
500 BLOCK OF MORMON TRL,137,16000,0,FIRE,80,B6-076707,1545,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1540,,,,0,100000,20296
1700 BLOCK OF WASHINGTON ST,97,23300,6203,LSL $1-49,21,B6-076350,1834,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,1810,SAT,2016/08/20 00:00:00+00,1815,3,0,20297
2500 BLOCK OF S 37 ST,102,23400,6601,LFB $200 +,0,B6-E00341,1856,2016/08/22 00:00:00+00,,2016/07/15 00:00:00+00,600,,2016/08/22 00:00:00+00,600,250,0,20298
2600 BLOCK OF TICONDEROGA DR,131,42000,9400,VANDALISM,24,B6-076517,106,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,50,SUN,2016/08/21 00:00:00+00,106,0,1000,20299
5100 BLOCK OF GARLAND ST,39,25211,9510,MS PERS JUV,80,B6-075942,1639,2016/08/19 00:00:00+00,,2016/08/19 00:00:00+00,1620,,,,0,0,20300
5300 BLOCK OF W REDBERRY LN,127,9100,7500,CHILD A/N,80,B6-076783,2010,2016/08/21 00:00:00+00,MON,2016/07/18 00:00:00+00,1,SUN,2016/08/21 00:00:00+00,2010,0,0,20301
1800 BLOCK OF SW 11TH ST,156,25211,9510,MS PERS JUV,81,B6-076326,1702,2016/08/20 00:00:00+00,,2016/08/20 00:00:00+00,1430,,,,0,0,20302
2500 BLOCK OF S 48TH ST,105,51000,9211,EMBEZZLEMENT,36,B6-077029,1553,2016/08/22 00:00:00+00,SUN,2016/08/21 00:00:00+00,1843,SUN,2016/08/21 00:00:00+00,2242,0,0,20303
2700 BLOCK OF F ST,564,5100,4152,ASLT NO WEAP,80,B6-076807,2135,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,2135,,,,0,0,20304
5200 BLOCK OF SPRUCE ST,107,35222,0,SUSP PERS,1,B6-075949,1717,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1715,FRI,2016/08/19 00:00:00+00,1717,0,0,20305
5800 BLOCK OF BILLINGS CT,198,23500,6301,LFA $200 +,82,B6-076621,1055,2016/08/21 00:00:00+00,SAT,2016/08/20 00:00:00+00,2200,SUN,2016/08/21 00:00:00+00,1030,200,0,20306
1800 BLOCK OF SW 11TH ST,156,25211,9510,MS PERS JUV,80,B6-076351,1836,2016/08/20 00:00:00+00,,2016/08/20 00:00:00+00,1430,,,,0,0,20307
2800 BLOCK OF A ST,598,25211,9510,MS PERS JUV,84,B6-076891,847,2016/08/22 00:00:00+00,,2016/08/22 00:00:00+00,900,,,,0,0,20308
2700 BLOCK OF R ST,31,25111,9500,MS PERS,80,B6-076567,422,2016/08/21 00:00:00+00,,2016/08/21 00:00:00+00,110,,,,0,0,20309
5300 BLOCK OF CORNHUSKER ST,114,5000,4151,ASLT NO WEAP,24,B6-076018,2125,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,2100,FRI,2016/08/19 00:00:00+00,2115,0,0,20310
6100 BLOCK OF O ST,47,23300,6202,LSL $50-199,17,B6-076682,1420,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1400,SUN,2016/08/21 00:00:00+00,1420,108,0,20311
1800 BLOCK OF SW 11TH ST,156,41000,7100,AT CAR,81,B6-076353,1837,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,1430,SAT,2016/08/20 00:00:00+00,1630,4454,0,20312
2900 BLOCK OF CONSTABLE AVE,181,29500,9100,FRAUD,80,B6-077005,1520,2016/08/22 00:00:00+00,THU,2016/08/18 00:00:00+00,746,MON,2016/08/22 00:00:00+00,1520,0,0,20313
2800 BLOCK OF FLETCHER AVE,117,5100,4152,ASLT NO WEAP,84,B6-076749,1807,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1620,SUN,2016/08/21 00:00:00+00,1730,0,10,20314
5300 BLOCK OF ERVIN ST,10,24255,0,PROT.ORDER,83,B6-088599,2141,2016/08/19 00:00:00+00,MON,2016/08/08 00:00:00+00,1610,FRI,2016/08/19 00:00:00+00,2141,0,0,20315
5500 BLOCK OF NW TUDOR LN,140,23500,6303,LFA $1-49,1,B6-075773,655,2016/08/19 00:00:00+00,THU,2016/08/18 00:00:00+00,1800,FRI,2016/08/19 00:00:00+00,630,30,0,20316
5600 BLOCK OF S 16TH ST,162,29500,9195,LAR AS BAIL,16,B6-075880,1345,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1300,FRI,2016/08/19 00:00:00+00,1315,0,0,20317
5800 BLOCK OF HAVELOCK AVE,5,24244,0,TRESPASS,80,B6-075943,1649,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1649,,,,0,0,20318
5800 BLOCK OF WOLFF LN,131,61000,8200,PHONE/COMP,83,B6-075883,1435,2016/08/19 00:00:00+00,THU,2016/08/18 00:00:00+00,1300,FRI,2016/08/19 00:00:00+00,1435,0,0,20319
600 BLOCK OF W BEAL ST,83,23500,6302,LFA $50-199,84,B6-075793,828,2016/08/19 00:00:00+00,THU,2016/08/18 00:00:00+00,2200,FRI,2016/08/19 00:00:00+00,800,64,0,20320
600 BLOCK OF W Q ST,147,56000,0,MED EMERG,80,B6-075893,1512,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,800,FRI,2016/08/19 00:00:00+00,1400,0,0,20321
6000 BLOCK OF O ST,52,23900,6903,LAR $1-49,21,B6-076007,2037,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1430,FRI,2016/08/19 00:00:00+00,1700,15,0,20322
6500 BLOCK OF N 28TH ST,117,23800,6501,LSB $200 +,86,B6-075776,717,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,0,FRI,2016/08/19 00:00:00+00,700,4000,25,20323
6700 BLOCK OF HOLDREGE ST,43,40222,0,SP SERVICE,80,B6-075888,1457,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,800,FRI,2016/08/19 00:00:00+00,1450,0,0,20324
7300 BLOCK OF N 13TH ST,217,23900,6902,LAR $50-199,88,B6-075819,1030,2016/08/19 00:00:00+00,THU,2016/08/18 00:00:00+00,1453,THU,2016/08/18 00:00:00+00,1530,50,0,20325
800 BLOCK OF A ST,94,29300,9100,FRAUD,99,B6-075909,1548,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1545,,,,0,0,20326
800 BLOCK OF S 30TH ST,564,9300,7500,CHILD A/N,83,B6-075870,1348,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1300,FRI,2016/08/19 00:00:00+00,1348,0,0,20327
